今年（2013年）の世界水泳から正式種目となる、男子は27m、女子は18mの高さからプールに飛び込む競技は何でしょう？,ハイダイビング,
気象現象について論じた『風の話』を著した、南北の緯度30度から60度付近で起こる大気循環に名を残すアメリカの気象学者は誰でしょう？,ウィリアム・フェレル,
英語からマオリ族の言葉に訳した文章に問題があったため、現在もマオリ族の間で議論となっている、1840年に締結された、イギリスがニュージーランドを支配下に置くという内容の条約を何というでしょう？,ワイタンギ条約,
日本の市の中で、名前に色の「赤」が使われているのは、赤平市（あかびら）、赤磐市と何でしょう？,赤穂市,
ロンドン盆地やパリ盆地に代表される、柔らかい地層と堅い地層が交互に積み重なり、侵食されることで波状になった地形のことを、「斜面」という意味のスペイン語で何というでしょう？,ケスタ[Cuesta],
童話『人魚姫』で、人魚姫が脚をもらう代償に失ったものは何でしょう？,声,
アメリカの作家パール・バックの「土の家三部作」と呼ばれる小説は、『大地』、『息子たち』と何でしょう？,『分裂せる家』,
英語能力試験のTOEICやTOEFLを主催している、アメリカの非営利団体は何でしょう？,ETS【EducationalTesting Service】,
モルモン教が本部を置いている都市はどこでしょう？,ソルトレイクシティ,
海外では「タタール海峡」と呼ばれる、ユーラシア大陸と樺太を隔てる海峡を、ある日本人にちなんで「何海峡」というでしょう？,間宮海峡,
点字におけるかな表記で、6つある点がすべて出っ張っている時は何の文字を表しているでしょう？,め,
歌舞伎『勧進帳』で弁慶が行うものが有名な、片手を大きく振り、力強く床を踏みしめつつ花道から退く技法のことを何というでしょう？,飛び六法【六法のみはもう一度】,
その美しい顔立ちから「端麗王」と呼ばれる、アナーニ事件でボニファティウス8世を捕えたフランス王は誰でしょう？,フィリップ4世,
人口の分布や農作物の生産量などを、点の大きさや密度で表した地図のことを何というでしょう？,ドットマップ,
日本語では「森林農業」ともいう、植栽した木々の間で農作物を育てることを、「農業」と「林業」を意味する英語の合成語から何というでしょう？,アグロフォレストリー [agroforestry],
日本で初めてボーナスを支給した人物とされる、三菱財閥の創業者である明治時代の実業家は誰でしょう？,岩崎弥太郎,
2026年のFIFAワールドカップから、本戦出場チーム数はいくつになるでしょう？,48チーム,
抽選は毎週水曜日に行われ、1～40までの数字から8つを選ぶ、今年（2017年）4月から販売を開始した数字選択式宝くじは何でしょう？,ビンゴ5,
サーフボードの上に立/ち、パドルで漕いで水面を進むウォータースポーツを、「スタンド・アップ・パドルボード」の略から何というでしょう？,SUP(サップ) (寺内×：50/3≒16P),
かつて大相撲が江戸幕府の公認のもと行われていた名残から、番付表の中央に書かれる漢字3文字は何でしょう？,蒙御免（ごめんこうむる）,
アナクシマンドロスが万物の根源として提唱した、ギリシア語で「限りないもの」という意味がある言葉は何でしょう？,（ト・）アペイロン,
すべての効果音をタモリが声で演じることで注目を集めた、今年（2018年）3月に公開された宮崎駿（みやざき・はやお）監督の短編アニメ映画は何でしょう？,『毛虫のボロ』,
ヴァイオリンやヴィオラにおいて、弦を指ではじいて演奏することを何というでしょう？,ピッツィカート,
弦を地面と水平に張ったピアノを「グランドピアノ」といいますが、地面と垂直に張ったピアノを何というでしょう？,アップライトピアノ,
ベンゼン環を模した社/章は化学メーカーであることを象徴している、輪ゴムの「オーバンド」の製造で知られる企業は何でしょう？,株式会社共和 (下山×：1－1),
写真を撮るとある花の/ように見えることから名付けられた、いっかくじゅう座に位置する散光星雲は何でしょう？,ばら星雲 (森×⇒Lost),
野球のポジションで、ミットをつけているのはキャッチャーとどこでしょう？,ファースト,
兄・ノリス、弟・ロスから成る、「『ギネスブック』の生みの親」と呼ばれるイギリス人兄弟は「何兄弟」でしょう？,マクワーター兄弟,
ソウラヴァという首飾りと、ムワリという腕輪が用いられる、パプア・ニューギニアの一部の部族同士で行われている交易のことを何というでしょう？,クラ【クラ交易】,
ペタンクにおいて、目標となる木で出来たボールを何というでしょう？,ビュット,
10000m走については14年間の競技人生で無敗であった、アントワープ・パリ・アムステルダムの3つのオリンピックで9個の金メダルと3個の銀メダルを獲得したフィンランドの陸上選手は誰でしょう？,パーヴォ・ヌルミ[Paavo Nurmi],
ゴルフにおいて、規定打数よりも2打少なくカップインすることを何というでしょう？,イーグル,
靴を履いた時、爪先と靴/の間に生じる空間のことを何というでしょう？,捨て寸 (吉原④),
代表作に『女の一生』、『真実一路』、『路傍の石』などがある、日本の小説家は誰でしょう？,山本有三,
応急処置の「RICE」とは、Rest、Icing、Compressionと、何という英単語の頭文字でしょう？,Elevation【挙上はもう一度】,
現モナコ大公・アルベール2世の母親である、映画『喝采』への主演などで知られる女優は誰でしょう？,グレース・ケリー,
「世界最古のボードゲーム」といわれ、バックギャモンの元となったことでも知られる、古代エジプトのボードゲームは何でしょう？,セネト,
フランス南部にそびえる標高1011mの山で、ポール・セザンヌが生涯にわたって描いたのは何でしょう？,サント・ヴィクトワール山,
クワンというズボンと合わせて着用される、「長い服」という意味の名を持つベトナムの民族衣装は何でしょう？,アオザイ,
カードル、バンドゲーム、四つ玉などの種目がある、ポケットのない台を用いるビリヤードを総称して「何ビリヤード」というでしょう？,キャロム・ビリヤード,
箸使いのマナー違反で、大皿に盛られた料理を自分の箸で取る動作のことを何というでしょう？,直箸,
昨年（2010年）、ドイツ・オーバーハウゼンの水族館で死んでいるのが発見された、昨年（2010年）のFIFAワールドカップにおけるドイツ代表の結果をすべて的中させたタコの名前は何でしょう？,パウル,
志賀直哉の小説『暗夜行路』で、放蕩生活を送っている主人公の小説家の名前は何でしょう？,時任謙作,
ポール・エリュアールの詩『直接の生命』の一節からタイトルが取られた、コート・ダジュールの別荘で一夏を過ごすセシルを主人公とする、フランソワーズ・サガンの小説は何でしょう？,『悲しみよこんにちは』,
芸術作品を長時間見上げ続けていると、めまいや吐き気を引き起こす症状のことを、これを引き起こしたある作家の名前から「何シンドローム」というでしょう？,スタンダール・シンドローム,
吉野川の中流に位置する、日本最大の川中島は何でしょう？,善入寺島,
漫画において、背景などに描かれた大勢のキャラクターのことを、「群衆」という意味の英語で何というでしょう？,モブ,
1971年12月16日、イギリスの保護国から独立した、首都をマナーマに置く国はどこでしょう？,バーレーン王国,
幅広い分野で活躍し、「口紅から機関車まで」と称された、タバコの「ピース」や「ラッキーストライク」などのパッケージをデザインした人物は誰でしょう？,レイモンド・ローウィ,
アメリカ抜きで発効しようとする動きがある、日本語では「環太平洋戦略的経済連携協定」という協定を、アルファベット3文字で何というでしょう？,TPP,
最盛期には46000人ほどの人口を誇ったが、現在は3400人ほどと日本の市で最も少なくなった、北海道の市はどこでしょう？,歌志内市,
時効が成立していたり恩赦があったりした時など、有罪か無罪かを判断せず刑事裁判を打ち切ることを何というでしょう？,免訴,
1979年には日本人で初めてテンプルトン賞を受賞した、立正佼成会の開祖は誰でしょう？,庭野日敬（にわの・にっきょう）,
バーや居酒屋でよく見かける、砕いた氷を入れておくための容器を何というでしょう？,アイスペール,
海の上に浮かぶ巨大な岩を描いた、ベルギーの画家ルネ・マグリットの代表作は何でしょう？,『ピレネーの城』,
古くから大理石が産出したため、ギリシア語で「大理石」という意味がある、北は黒海、南はエーゲ海と繋がっている海は何でしょう？,マルマラ海,
大日本帝国憲法などのように、君主によって制定された憲法のことを何というでしょう？,欽定憲法,
ケンガリ、チン、チャング、プクと呼ばれる4つの楽器を用いて行う韓国の現代音楽を、「4つの楽器」という意味の韓国語で何というでしょう？,サムルノリ[사물놀이],
「1ボルトの電圧をかけた時、1アンペアの電流が流れるような電気抵抗」を1とする、電気抵抗の大きさを表すSI組立単位は何でしょう？,オーム,
日本の市で、小松市があるのは「石川県」ですが、小松島市がある都道府県はどこでしょう？,徳島県,
「ある物事に失敗した人が急激に勢いを取り返すこと」を、「土ぼこりを巻き上げるように勢いを盛り返す」という意味の四字熟語で何というでしょう？,捲土重来（けんどちょうらい）,
その中で芸術を「アポロン的芸術」と「ディオニュソス的芸術」に分類した、フリードリヒ・ニーチェの代表作である哲学書は何でしょう？,『悲劇の誕生』【『音楽の精神からの悲劇の誕生』】,
『ツムツム』などのゲームや、スタンプというイラストでも人気の、同名の会社が提供しているチャット・無料通話アプリは何でしょう？,LINE,
北欧神話において、神々が住む世界を「アースガルド」といいますが、人間が住む世界を何というでしょう？,ミッドガルド,
稲盛財団によって運営されている、先端技術部門、基礎科学部門、思想・芸術部門から成る国際賞は何でしょう？,京都賞,
エドヒガン/とオオシマザクラの交配によって誕生した、桜の開花予想に広く用いられている品種は何でしょう？,ソメイヨシノ (林〇：4－1),
1954年には史上最年少でフィールズ賞を、2003年には第1回アーベル賞を受賞している、フランスの数学者は誰でしょう？,ジャン＝ピエール・セール,
屋外の撮影地を探すことを「ロケハン」といいますが、これは何という言葉の略でしょう？,ロケーションハンティング,
ドイツの医師ロベルト・コッホに/よって考案された、培養液から精製した物質を皮膚に注射し、48時間後に発赤を見ることで、結核に対する免疫を持っているか調べる反応のことを「何反応」というでしょう？,ツベルクリン反応 (須田×：0－1),
和名を「カザリキヌバネドリ」というキヌバネドリ科の鳥で、グアテマラの国の鳥や通貨単位になっているのは何でしょう？,ケツァール,
化学平衡状態にある系の外部から熱や圧力を与えると、それを打ち消す方向に平衡がずれるという原理のことを発見者の名前から「何の原理」というでしょう？,ル・シャトリエの原理,
会社法第26条第1項で作成が義務付けられている、企業活動について定めた基本的規則のことを何というでしょう？,定款(ていかん),
折口信夫（おりくち・しのぶ）の思想で最も重要な概念とされる、時を定めて異世界からやって来る神のことを何というでしょう？,マレビト,
「下見所」ともいわれる、競馬場において、出走前の馬を観客に見せるための場所を何というでしょう？,パドック,
オリンピック開催の基準となる、開催年の1月1日から始まる4年間の間隔のことを何というでしょう？/,オリンピアード (川田⑧),
ずばり、ボウリングでダッチマンをした時のスコアは何点でしょう？,200点,
「電流によって生まれる熱量は、導体の抵抗に比例し、電流の大きさに反比例する」という法則を、イギリスの物理学者の名前から「何の法則」というでしょう？,ジュールの法則,
炭素が4つの腕を持っていることや、ベンゼン環が六角形をしていることを提唱した、ドイツの化学者は誰でしょう？,アウグスト・ケクレ,
1490年から1493年および1508年から1522年の2度、将軍の地位にあった、/室町時代の人物は誰でしょう？,足利義稙(あしかが・よしたね) (ど⑬：石井),
胴体に蛇腹がつき、折り畳みができる提灯のことを、東海道の宿場の名前から何というでしょう？,小田原提灯,
γ星はタラゼド、β星はアルシャイン、α星はアルタイルといえば、この星座は何でしょう？,わし座,
独自のコレクションを持たず、展覧会を催すことに特化した美術館のことをドイツ語で何というでしょう？,クンストハレ,
所得税の最高税率・40％が課されるのは、年間の所得金額がいくらを超える人でしょう？,1800万円,
態度に表さないことを「おくびにも出さない」といいますが、この「おくび」とは何という生理現象のことでしょう？,げっぷ,
本名をエヴァンゲロス・オディセアス・パパサナスィウという、映画『炎のランナー』や『ブレードランナー』の音楽を担当したギリシアの音楽家は誰でしょう？,ヴァンゲリス,
1980年から配備されたアメリカの巡航ミサイルで、その名はネイティブアメリカンが用いた斧に由来するのは何でしょう？,トマホーク,
師匠のハンフリー・デービーに「最大の発見は彼を見つけたことだ」と言わしめたという、電磁誘導の法則を発見し、電気容量を表す単位の由来となった物理学者は誰でしょう？,マイケル・ファラデー,
アルファベット3文字で「SSO」と略される、1度の認証手続きで複数のソフトウェアにログインできるようにすることを何というでしょう？,シングルサインオン,
「敵味方の区別がなくなる」という意味がある、ラグビーにおける試合終了を何というでしょう？,ノーサイド,
ビルが多数立ち並ぶ都会の様子を、密林にたとえた和製英語で何というでしょう？,コンクリートジャングル,
1989年、工業団地建設に伴う調査で発見された、佐賀県東部に位置する弥生時代の大規模集落遺跡は何でしょう？,吉野ヶ里遺跡,
生け花で、丈の高い花瓶に花をそのまま挿し、自然の姿を表現する技法を何というでしょう？/,投げ入れ (川田⑫),
小惑星の中では直径が最も大きい、小惑星番号2番の天体は何でしょう？,パラス,
元々は重症筋無力症の子供のために考案された、現在アメリカで大ブームとなっており禁止令を出す学校も存在する、手で回して遊ぶオモチャは何でしょう？,ハンドスピナー,
日本にある大学で、学生数が1番多いのは「日本大学」ですが、2番目に多い大学はどこでしょう？,早稲田大学,
ギュンター・グラスの小説『ブリキの太鼓』で、3歳で成長を止めてしまった主人公の名前は何でしょう？,オスカル〈・マツェラート〉,
シンクロナイズドスイミングにおいて、「デュエット」は2人で行いますが、「チーム」は何人で行うでしょう？,8人,
1991年8月20日にソ連からの分離、独立を宣言した国で、今年（2011年）1月からは欧州単一通貨ユーロを導入したのはどこでしょう？,エストニア共和国,
陸上の短距離走において「追い風参考記録」とみなされるのは、追い風の風速が何m以上の時でしょう？,2.0m,
地球上の陸地のおよそ13％に当たる、人間が居住できない場所をドイツ語で何というでしょう？,アネクメーネ,
都市公園としての名称は「都立七生（ななお）公園」という、1958年、上野動物園の分園という形でオープンした東京都日野市の動物園は何でしょう？,多摩動物公園,
『太平記』には「高師直(こうのもろなお)がラブレターの代筆を依頼した」というエピソードが記されている、『徒然/草』の作者である随筆家は誰でしょう？,吉田兼好【兼好法師、卜部兼好】 (越田①),
ある妖怪の好物であることから、キュウリを芯にした巻き寿司のことを何というでしょう？,かっぱ巻き,
大きく跨座式と懸垂式に分けられる、1本の線路の上を走る交通機関は何でしょう？,モノレール,
代表作『ドン・ジュアン』の中で、「事実は小説より奇なり」という名言を残したことで知られる、イギリスの詩人は誰でしょう？,ジョージ・ゴードン・バイロン[George Gordon Byron],
日本において、自動車運転免許の帯に用いられている3つの色は、金、青と何でしょう？,緑,
息子に哲学者のルートヴィヒを持つドイツの法学者で、罪刑法定主義を提唱したのは誰でしょう？,アンゼルム・フォイエルバッハ,
童謡「おさるのかごや」で、お客として乗ってきた動物は何でしょう？,きつね,
ドラマ『サラリーマン金太郎』シリーズや『特命係長・只野仁』シリーズなどで主演を務めた、ケイダッシュ所属の俳優は誰でしょう？,高橋克典,
陸上でクラウチングスタートを行う時、選手の足を支えるために設置される器具のことを何というでしょう？,スターティングブロック,
1948年の第1回ライスボウルでは始球式としてキックを行っている、日本にアメリカンフットボールを普及させたことや、清里高原を開拓したことで有名なアメリカの牧師は誰でしょう？,ポール・ラッシュ,
外反母趾とは逆に、足の小指が親指のほうへ曲がってしまう症状のことを何というでしょう？,内反小趾,
アルデバランロボティクスとソフトバンクモバイルが共同開発した、2014年に発売された感情認識ヒト型ロボットは何でしょう？,Pepper,
かつて牛車（ぎっしゃ）にたくさん積んで売り歩いたことから、別名を「牽牛花」という花は何でしょう？,アサガオ,
先月行われたテニス・ウィンブルドン決勝戦でラファエル・ナダルを破り、初優勝を飾るとともに国際テニスランキング1位となったセルビアのテニス選手は誰でしょう？,ノバク・ジョコビッチ[Novak Đoković],
大崎上島、伯方島、因島などの島々から構成される、広島県と愛媛県の旧国名から1文字ずつ取って名付けられた諸島は何でしょう？,芸予諸島,
ムッシュ吉崎（－・よしざき）をリーダーとする日本のロックバンドで、『愛をとりもどせ！！』や『大都会』などの代表曲で知られるのは何でしょう？,クリスタルキング,
その赤い色から「赤星」や「酒酔い星」などの別名を持つ、さそり座のα星は何でしょう？,アンタレス,
木の枠に紙や布を張り、絵を描いて背景とした演/劇の大道具を何というでしょう？,書き割り (寺内②⇒WIN!),
世界文化遺産にも登録された「トゥルッリの町並み」で有名な、イタリア・プッリャ州にある都市はどこでしょう？,アルベロベッロ,
山で開花する桜を「山桜」といいますが、平野部で開花する桜を何というでしょう？,里桜,
大型船が航行できる湖としては世界最高所に位置する、ペルーとボリビアにまたがる湖は何でしょう？,チチカカ湖,
今年（2011年）2月、ネーミングライツにより現在の名前に変更された、「神戸総合運動公園野球場」の名前は何でしょう？,ほっともっとフィールド神戸,
ゲートボールにおいて、自分の球を別の球に接触するように置き、足で踏みながら自分の球を打つことで接触させた球を転がす打法のことを何というでしょう？,スパーク打撃,
山形県を4つの地方に分けた時、県庁所在地の山形市が位置するのはどの地方でしょう？,村山地方,
茨城県常総市に本社を置く、「蒲焼さん太郎」や「キャベツ太郎」などの駄菓子を販売しているメーカーは何でしょう？,株式会社菓道,
マジックにおいて、観客の注目を見られたくない部分から逸らせるテクニックを何というでしょう？,ミスディレクション【レッドへリング】,
新井白石や室鳩巣など、木下順庵のもとで学んだ優れた10人の人物を何というでしょう？,木門十哲,
アフリカにある国で、1番人口が多いのは「ナイジェリア」ですが、2番目に多いのはどこでしょう？,エチオピア連邦民主共和国,
三味線で弦を弾くときに用いるものは「バチ」ですが、ギターで弦を弾くときに用いるものは何でしょう？,ピック,
カーナヴォン卿の/援助を受けてエジプトの王家の谷を調査し、ツタンカーメンの墓を発見したイギリスの考古学者は誰でしょう？,ハワード・カーター[Howard Carter] (徳田②⇒WIN!),
倭寇と正式な貿易船を区別するため、日明貿易の際に用いられた割符を何というでしょう？,勘合,
一般に「九里よりうまい十三里」といわれる野菜は何でしょう？,サツマイモ,
ピカイアやアノマロカリスなどが知られる化石動物群を、発見されたカナダ西部の地名から「何動物群」というでしょう？,バージェス動物群,
芥川龍之介の小説『杜子春』で、口を利いてはいけない杜子春がつい叫んでしまった言葉は何でしょう？,お母さん,
下りホームから駅舎へ行くには486段の階段を登る必要があるため「日本一のモグラ駅」と呼ばれる、群馬県みなかみ町にあるJR上越線の駅は何でしょう？,土合駅（どあいえき）,
ファラオンというカードゲームにのめり込むゲルマンを主人公とする、アレクサンドル・プーシキンの小説は何でしょう？,『スペードの女王』,
設立メンバーには東由多加（ひがし・ゆたか）や横尾忠則（よこお・ただのり）などがいる、1967年に寺山修司を主宰として旗揚げした劇団は何でしょう？,天井桟敷,
学名を「レグルス・レグルス」といい、ルクセンブルクでは国の鳥に指定されている、日本に生息する最小の鳥は何でしょう？,キクイタダキ,
最後は足利尊氏によって鎮圧された、1335年、北条時行が諏訪頼重らの援助を受け、鎌倉幕府の再興を図って起こした反乱は何でしょう？,中先代の乱,
プロパンガス用のチューブは何色に塗られているでしょう？,オレンジ,
照ノ富士（てるのふじ）や逸ノ城（いちのじょう）などを輩出した、鳥取市にある私立高校はどこでしょう？,鳥取城北高等学校,
九州に住む御家人に課された、文永の役の後、蒙古襲来に備えて九州北部沿岸の防備に当たった軍役を何というでしょう？,異国警固番役,
演劇ユニット「ちからわざ」を主宰し、全公演で脚本を手掛けるとともに出演もしている、クイズ番組『99人の壁』のMCを務めるなど俳優以外にも幅広く活躍しているタレントは誰でしょう？,佐藤二朗,
ソロプロジェクト・Acid Black Cherryも行っている、音楽ユニット・Janne Da Arcのボーカルは誰でしょう？,yasu,
単結晶にX線を照射した時、フィルム上に現れる黒い斑点のことを、ドイツの物理学者の名前から「何斑点」というでしょう？,ラウエ斑点,
裸子植物ではむき出しになっている、受精すると種子となる器官は何でしょう？,胚珠,
ドップラー効果の証明実験も行ったオランダの科学者で、「北半球では風を背にして立つと、低気圧の中心は左手側にある」という法則に名を残すのは誰でしょう？,クリストフ・ボイス・バロット,
レバノンが代表例である、様々な人種や民族が融け合わずにいるような国を「何国家」というでしょう？,モザイク国家,
などで有名な「栄」があるのは名古屋市ですが、行政区として「栄区」がある政令指定都市はどこでしょう？,横浜市,
フェアウェイが大きく折れ曲がったゴルフコースのことを、ある動物の体の一部にたとえて何というでしょう？,ドッグレッグ,
法政大学教授の五十嵐敬喜（いがらし・たかよし）によって生み出され、よく高層マンションの建設の際などに問題となる、「人間が太陽の光を浴びることができる権利」のことを何というでしょう？,日照権,
安曇野市にはこれの美術博物館がある、穴の開いたガラス製のビーズのことを、ある昆虫の名前を使って何というでしょう？,とんぼ玉,
信号に表示されるマークで、緑色の矢印は「車の進行」を示しますが、黄色の矢印は「何の進行」を示すでしょう？,路面電車,
各地を放浪する博徒を主人公にした作品を多数残し、「股旅物」のジャンルを確立したといわれる、代表作に『沓掛時次郎』や『瞼の母』などがある劇作家は誰でしょう？,長谷川伸,
三人称複数形の英語の代名詞で、主格は「they」、所有格は「their」ですが、目的格は何でしょう？,them,
チェスの初期配置で、キングの左右にある2種類の駒とは、クイーンと何でしょう？,ビショップ,
本文とは違った材質の紙を用いることが多い、本の体裁を整えるために挿入される何も書かれていない紙のことを何というでしょう？,遊び紙,
ともに北海道出身の「ふぇると」と「はる/くん」から成る、24時間生活やヲタ芸などの動画で人気を博す2人組YouTuberは何でしょう？,北の打ち師達 (伊野〇：1－0),
ゴルフで第1打を打つ時に使われる、ボールを乗せて地面に突き刺して使う台座を何というでしょう？,ティー,
2007年から囲碁の女流棋聖を3連覇した囲碁棋士で、漫画『ヒカルの碁』の監修を手掛けたのは誰でしょう？,吉原由香里,
ずばり、埼玉県唯一の村はどこでしょう？,東秩父村,
日医工、沢井製薬、東和薬品が御三家と言われる、特許切れの後、同じ有効成分を用いて作られた医薬品のことを何というでしょう？,ジェネリック医薬品【後発医薬品】,
スペイン・ナバーラ州の州都で、毎年開催される牛追い祭りで有名なのはどこでしょう？,パンプローナ【イルーニャ】,
「見分けがつかないこと」を意味することわざで、「闇夜に」といえば「烏」ですが「雪に」といえば何でしょう？,鷺,
英語で「群衆」や「野次馬」といった意味がある、漫画の背景などに描かれた多数の人々のことを何というでしょう？,モブ,
自動車のフロントガラスなどに装備されている、着氷や結露を防ぐための装置を英語で何というでしょう？,デフロスター[defroster],
今年（2014年）4月、旭日小綬章を受章した、映画化もされた児童文学『魔女の宅急便』の作者は誰でしょう？,角野栄子,
殺されようとしているにもかかわらずあどけなく芸を見せる動物と、その姿/に心を打たれた大名の様子を描いた、狂言師を目指す子弟が初めて舞台に立つ演目としても知られる作品は何でしょう？,『靭猿(うつぼざる)』 (池内1×),
キリスト教禁制の日本に潜入したポルトガル人司祭・ロドリゴの姿を描いた遠藤周作の小説は何でしょう？,『沈黙』,
1997年、群馬県みどり市に1号店がオープンした、株式会社ホットランドが運営するたこ焼きチェーン店は何でしょう？,〈築地〉銀だこ,
国際柔道連盟のフアン・カルロス・バルコス理事が発案した、先にポイントを獲得した選手が勝利となる、柔道の延長戦を何というでしょう？,ゴールデンスコア,
北米の子供たちにとっては夏休み最後の日である、毎年9月第1月曜日にやってくる祝日は何でしょう？,レイバー・デイ【労働者の日】,
誕生日などの祝いの席で食される、海鳥をアザラシの中に詰め、地中に埋めて熟成させ作られる、イヌイットの伝統的な食品は何でしょう？,キビヤック【「キビャック」も○】,
民法・第961条において、遺言を残すことができるのは何歳以上と定められているでしょう？,15歳,
1972年7月1日に成立した、社員の募集や採用について男女が等しく扱われることを定めた法律は何でしょう？,男女雇用機会均等法,
ニューロンの軸索を取り囲む細胞に名を残す、動物における細胞説を実証したことで知られるドイツの生物学者は誰でしょう？,テオドール・シュワン,
全世界で1億枚以上を売り上げ、「世界一売れたアルバム」としてギネス認定されている、マイケル・ジャクソンのアルバムは何でしょう？,『Thriller』,
クリスマスツリーの頂上に飾られる星を、パレスチナ自治区にある都市から「何の星」というでしょう？,ベツレヘムの星,
一面に瓦を張り、目地を漆喰で盛り上げた壁のことを、ある海の生物を用いて「何壁」というでしょう？,なまこ壁,
経済学者の篠原三代平（しのはら・みよへい）によって提唱された、先進国が生産プラントを発展途上国に移転した結果、先進国への輸出量が増加して自国製品との競合が生ずるという現象のことを何というでしょう？,ブーメラン効果,
1年12か月の誕生石で、「パール」は6月の誕生石ですが、「オパール」は何月の誕生石でしょう？,10月,
天球上における太陽の通り道を「黄道」といいますが、月の通り道を何というでしょう？,白道,
ケイ素や水に代表される、固体よりも液体のほうが高密度である物質のことを何というでしょう？,異常液体,
手塚治虫の作品などに見られる、人気の高いキャラクターの名前を少し変え、別の漫画に出演させる方式を何というでしょう？,スター・システム,
オタマジャクシのしっぽが変態の際になくなるのはこれによるものである、あらかじめプログラムされた細胞死のことを何というでしょう？,アポトーシス,
『ルカの福音書』に登場する話が由来となっている、「窮地の人を救うために善意の行動をとった場合、たとえ失敗しても責任を問われない」という趣旨の法律を何というでしょう？,善きサマリア人の法【善きサマリア人法】,
コンピューターの基本ソフトウェア「OS」とは、何という言葉の略でしょう？,オペレーティング・システム,
最も早く特許を出願した者に特許権を与えることを「何主義」というでしょう？,先願主義,
昨年9月にはシーズン3が配信を開始した/、才色兼備の独身男性の心を勝ち取るべく、独身女性がデートなどを重ねて生き残りバトルを繰り広げる、Amazonプライム・ビデオで配信されている番組は何でしょう？,『バチェラー〈・ジャパン〉』 (高野①),
太陽系にある8つの惑星の中で、最も密度が大きいものは何でしょう？,地球,
